custom_id,row_index,label,coverage,vote_share,mixed,disagreement,sort_group,fully_observed,gpt-4.1-mini,gpt-4.1-nano,gpt-5-nano,gpt-5.4-nano,gpt-5-mini,gpt-5.4,gpt-5.1,gpt-5.2
7553964532054428950,299,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
7553965016953654550,300,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
7553967203582840086,301,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
7553969897785609494,302,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
7553970215072140566,303,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
7553972904250117399,304,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
7553977065712766230,305,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
7553978626451000598,306,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
7553979972390587670,307,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
7553980332438031638,308,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
7553982665733442838,309,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
7553995554317995286,310,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
7554000165644881174,311,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
7554000186683493654,312,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
7554000599910485270,313,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
7554007210376858902,314,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
7554009992936819990,315,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
7554018066175249686,316,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
7554018709568834838,317,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
7554019104043093270,318,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
7554019337086979350,319,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
7554028384167251222,320,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
7554031261212298518,321,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
7554032088207445251,322,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
7554032147657526550,323,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
7554032231900056854,324,False,7,0.0,False,0.0,0,False,False,False,False,False,False,False,,False
7554032247834184982,325,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
7554032286820306198,326,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
7554037967468104982,327,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
7554039299566554390,328,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
7554042461413199126,329,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
7554044494811794710,330,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
7554050181537320214,331,False,6,0.0,False,0.0,0,False,,False,,False,False,False,False,False
7554057735424314646,332,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
7554058113599409430,333,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
7554065760851594518,334,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
7554073798727748886,335,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
7554075898941705495,336,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
7554076095595678998,337,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
7554078281256013078,338,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
7554078899802737922,339,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
7554078934447459606,340,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
7554079491283307798,341,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
7554083989103840534,342,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
7554088977242934550,343,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
7554095054923615510,344,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
7554102361057283350,345,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
7554105379056028950,346,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
7554106399375084822,347,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
7554110595268627734,348,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
7554115894813789462,349,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
7554214822775164182,350,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
7554301497035492630,351,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
7554303243526868246,352,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
7554312754790763798,353,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
7554314314132294934,354,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
7554316050897079554,355,False,7,0.0,False,0.0,0,False,False,,False,False,False,False,False,False
7554317436086930710,356,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
7554323328194841878,357,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
7554327589091904790,358,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
7554335211337551126,359,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
7554345656144514326,360,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
7554349561406295318,361,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
7554350989331926294,362,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
7554353303983754518,363,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
7554355084306484502,364,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
7554369122830781719,365,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
7554378166547107094,366,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
7554382387073912086,367,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
7554382584097148182,368,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
7554398311210437910,369,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
7554399459317222678,370,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
7554401697431309590,371,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
7554415425275350275,372,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
7554415510767750403,373,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
7554419971644820758,374,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
7554421227209706774,375,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
7554423712594890006,376,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
7554424104783236374,377,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
7554425706785115414,378,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
7554426575945567510,379,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
7554434178008288534,380,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
7554434433659505942,381,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
7554436928855084310,382,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
7554438852425895190,383,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
7554441155153497366,384,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
7554446558201302275,385,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
7554449042953080087,386,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
7554449865917435158,387,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
7554452433049554198,388,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
7554456860628176150,389,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
7554474986182937878,390,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
7554480129532087574,391,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
7554486695144721687,392,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
7554491936636259606,393,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
7554503712127962390,394,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
7554504005867687190,395,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
7554504527987330307,396,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
7554507292230651158,397,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
7554516288500976918,398,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
7554517778737138967,399,False,7,0.0,False,0.0,0,False,False,False,False,False,False,,False,False
7554676752878963990,400,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
7554683713380945174,401,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
7554718969798675734,402,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
7554729699667119382,403,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
7554731646679878934,404,False,7,0.0,False,0.0,0,False,False,False,False,False,False,False,,False
7554765422894009622,405,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
7554766830439501078,406,False,7,0.0,False,0.0,0,False,False,False,False,False,False,False,,False
7554776558225886486,407,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
7554790315224501506,408,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
7554791716197502210,409,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
7554798863719189782,410,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
7554816690178116886,411,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
7554818625354468630,412,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
7554837750042709270,413,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
7554841162826255638,414,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
7554856712843447574,415,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
7554871608691674390,416,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
7554889435754663190,417,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
7554895341452102934,418,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
7555616702159981846,419,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
7555962259739004182,420,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
7557318361185537302,421,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
7557323523522333974,422,False,7,0.0,False,0.0,0,False,False,,False,False,False,False,False,False
7557332487215631638,423,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
7558059296626314518,424,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
7558130243131772182,425,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
3730300354140049179,426,True,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
3738402733373027365,427,True,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
7553715736640867606,428,True,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
$hash_WiPXlaDFWFZZMAEtp3enzw==,429,False,8,0.125,True,0.109375,1,True,False,True,False,False,False,False,False,False
3729355440506020580,430,False,8,0.125,True,0.109375,1,True,False,True,False,False,False,False,False,False
3730126573446909550,431,False,8,0.125,True,0.109375,1,True,False,True,False,False,False,False,False,False
3730204945376132979,432,False,8,0.125,True,0.109375,1,True,False,False,False,False,False,False,True,False
3730376465431936870,433,False,8,0.125,True,0.109375,1,True,False,True,False,False,False,False,False,False
3730399693881522020,434,False,8,0.125,True,0.109375,1,True,False,False,False,False,False,True,False,False
3730784805991556282,435,False,8,0.125,True,0.109375,1,True,False,False,False,False,False,False,False,True
3732273306935260575,436,False,8,0.125,True,0.109375,1,True,False,True,False,False,False,False,False,False
3732290490855874223,437,False,8,0.125,True,0.109375,1,True,False,True,False,False,False,False,False,False
3732525254599022348,438,False,8,0.125,True,0.109375,1,True,False,True,False,False,False,False,False,False
3733220054687816223,439,False,8,0.125,True,0.109375,1,True,False,True,False,False,False,False,False,False
3733849649019924567,440,False,8,0.125,True,0.109375,1,True,False,True,False,False,False,False,False,False
3733902009972848843,441,False,8,0.125,True,0.109375,1,True,False,True,False,False,False,False,False,False
3733931600854416471,442,False,8,0.125,True,0.109375,1,True,False,True,False,False,False,False,False,False
3733935273395393433,443,False,8,0.125,True,0.109375,1,True,False,True,False,False,False,False,False,False
3734341130038036211,444,False,8,0.125,True,0.109375,1,True,False,False,False,False,False,True,False,False
3734378418021210075,445,False,8,0.125,True,0.109375,1,True,False,True,False,False,False,False,False,False
3734387401692042404,446,False,8,0.125,True,0.109375,1,True,False,True,False,False,False,False,False,False
3734447425252263551,447,False,8,0.125,True,0.109375,1,True,False,True,False,False,False,False,False,False
3734449523310209108,448,False,8,0.125,True,0.109375,1,True,False,True,False,False,False,False,False,False
3734474309432512374,449,False,8,0.125,True,0.109375,1,True,False,True,False,False,False,False,False,False
3734776014938097216,450,False,8,0.125,True,0.109375,1,True,False,True,False,False,False,False,False,False
3735901622157984594,451,False,8,0.125,True,0.109375,1,True,False,True,False,False,False,False,False,False
3735980472019773156,452,False,8,0.125,True,0.109375,1,True,False,True,False,False,False,False,False,False
3736023644166947930,453,False,8,0.125,True,0.109375,1,True,False,True,False,False,False,False,False,False
3736047919087486600,454,False,8,0.125,True,0.109375,1,True,False,False,False,True,False,False,False,False
3736098117994209157,455,False,8,0.125,True,0.109375,1,True,False,True,False,False,False,False,False,False
3736589325736397744,456,False,8,0.125,True,0.109375,1,True,False,True,False,False,False,False,False,False
3736794841423042425,457,False,8,0.125,True,0.109375,1,True,False,True,False,False,False,False,False,False
3736818634057334414,458,False,8,0.125,True,0.109375,1,True,False,True,False,False,False,False,False,False
3737385697574436180,459,False,8,0.125,True,0.109375,1,True,False,True,False,False,False,False,False,False
3737463116238728322,460,False,8,0.125,True,0.109375,1,True,False,True,False,False,False,False,False,False
3737553299034615272,461,False,8,0.125,True,0.109375,1,True,False,True,False,False,False,False,False,False
3737565989027206597,462,False,8,0.125,True,0.109375,1,True,False,True,False,False,False,False,False,False
3737570558838707089,463,False,8,0.125,True,0.109375,1,True,False,True,False,False,False,False,False,False
3737597479610082177,464,False,8,0.125,True,0.109375,1,True,False,True,False,False,False,False,False,False
3737617780267830101,465,False,8,0.125,True,0.109375,1,True,False,True,False,False,False,False,False,False
3737620352886199829,466,False,8,0.125,True,0.109375,1,True,False,True,False,False,False,False,False,False
3737635543095048501,467,False,8,0.125,True,0.109375,1,True,False,True,False,False,False,False,False,False
3737646209629498957,468,False,8,0.125,True,0.109375,1,True,False,True,False,False,False,False,False,False
3737648389534819264,469,False,8,0.125,True,0.109375,1,True,False,True,False,False,False,False,False,False
3737685926785720113,470,False,8,0.125,True,0.109375,1,True,False,True,False,False,False,False,False,False
3737697505975613039,471,False,8,0.125,True,0.109375,1,True,False,True,False,False,False,False,False,False
3737697735697662664,472,False,8,0.125,True,0.109375,1,True,False,True,False,False,False,False,False,False
3737707961913991582,473,False,8,0.125,True,0.109375,1,True,False,True,False,False,False,False,False,False
3737716061794518811,474,False,8,0.125,True,0.109375,1,True,False,True,False,False,False,False,False,False
3737716241923052309,475,False,8,0.125,True,0.109375,1,True,False,True,False,False,False,False,False,False
3737717868641925031,476,False,8,0.125,True,0.109375,1,True,False,False,False,False,False,True,False,False
3737922959202346174,477,False,8,0.125,True,0.109375,1,True,False,True,False,False,False,False,False,False
3737944829410695643,478,False,8,0.125,True,0.109375,1,True,False,True,False,False,False,False,False,False
3737974530007414923,479,False,8,0.125,True,0.109375,1,True,False,True,False,False,False,False,False,False
3737984287334221980,480,False,8,0.125,True,0.109375,1,True,False,True,False,False,False,False,False,False
3738004613468313720,481,False,8,0.125,True,0.109375,1,True,False,True,False,False,False,False,False,False
3738021460284541175,482,False,8,0.125,True,0.109375,1,True,False,True,False,False,False,False,False,False
3738052034562122433,483,False,8,0.125,True,0.109375,1,True,False,True,False,False,False,False,False,False
3738060534210912386,484,False,8,0.125,True,0.109375,1,True,False,False,False,False,False,False,False,True
3738189582140504980,485,False,8,0.125,True,0.109375,1,True,False,True,False,False,False,False,False,False
3738378026464632483,486,False,8,0.125,True,0.109375,1,True,False,True,False,False,False,False,False,False
3738400269529800954,487,False,8,0.125,True,0.109375,1,True,False,True,False,False,False,False,False,False
7553671743802526998,488,False,8,0.125,True,0.109375,1,True,False,True,False,False,False,False,False,False
7554067216539421974,489,False,8,0.125,True,0.109375,1,True,False,True,False,False,False,False,False,False
7554081014314831126,490,False,8,0.125,True,0.109375,1,True,False,True,False,False,False,False,False,False
7554331483930987798,491,False,8,0.125,True,0.109375,1,True,False,True,False,False,False,False,False,False
7554446856978255126,492,False,8,0.125,True,0.109375,1,True,False,True,False,False,False,False,False,False
3736030925437063248,493,False,7,0.14285714285714285,True,0.12244897959183673,1,False,False,True,False,False,False,,False,False
3730208334826465124,494,False,8,0.25,True,0.1875,1,True,False,False,False,False,False,False,True,True
3730371735330494646,495,False,8,0.25,True,0.1875,1,True,False,True,False,False,False,False,True,False
3730402633048421108,496,False,8,0.25,True,0.1875,1,True,False,False,False,False,False,True,False,True
3731128243437995936,497,False,8,0.25,True,0.1875,1,True,False,True,False,False,False,False,False,True
3732296252437075602,498,False,8,0.25,True,0.1875,1,True,True,True,False,False,False,False,False,False
3733988402468234887,499,False,8,0.25,True,0.1875,1,True,False,False,False,False,False,True,True,False
3735102354488312657,500,False,8,0.25,True,0.1875,1,True,False,True,False,False,False,False,True,False
3737423352114719165,501,False,8,0.25,True,0.1875,1,True,False,False,False,False,False,True,False,True
7555926216876903702,502,False,8,0.25,True,0.1875,1,True,False,False,False,False,True,False,True,False
3730260221110280925,503,True,8,0.25,True,0.1875,1,True,False,False,False,False,False,True,True,False
3730796766711796611,504,True,8,0.25,True,0.1875,1,True,False,True,True,False,False,False,False,False
3731706608180055301,505,True,8,0.25,True,0.1875,1,True,False,False,False,False,False,True,False,True
3738401446199870953,506,True,8,0.25,True,0.1875,1,True,False,False,False,False,True,False,True,False
3730193054196866731,507,False,7,0.2857142857142857,True,0.20408163265306123,1,False,False,False,False,False,False,True,,True
3738373106621529910,508,False,7,0.2857142857142857,True,0.20408163265306123,1,False,False,False,,False,False,False,True,True
$hash_ePbE3l5O/pc84xza5KoO5Q==,509,False,8,0.375,True,0.234375,1,True,False,False,False,False,False,True,True,True
3731017081840736527,510,False,8,0.375,True,0.234375,1,True,False,False,True,False,False,True,True,False
3735170939546563965,511,False,8,0.375,True,0.234375,1,True,False,True,False,False,False,True,False,True
$hash_W5OLSAijG9ei6s+JpcpCVA==,512,True,8,0.375,True,0.234375,1,True,False,False,False,False,False,True,True,True
$hash_bFXJEg8+dwR1kGZVEGWYDA==,513,True,8,0.375,True,0.234375,1,True,False,False,False,False,True,False,True,True
$hash_hrvw2ljClJWQxmHXRp71/A==,514,True,8,0.375,True,0.234375,1,True,False,False,False,False,True,True,False,True
3730180370588338378,515,True,8,0.375,True,0.234375,1,True,False,False,True,False,False,False,True,True
3730347486515590925,516,True,8,0.375,True,0.234375,1,True,False,False,False,False,False,True,True,True
3733976130706233588,517,True,8,0.375,True,0.234375,1,True,False,False,False,False,True,True,False,True
3734561482294713475,518,True,8,0.375,True,0.234375,1,True,False,False,False,False,False,True,True,True
3737480516661413338,519,True,8,0.375,True,0.234375,1,True,False,False,False,False,False,True,True,True
3738400949862704550,520,True,8,0.375,True,0.234375,1,True,False,True,False,False,True,False,False,True
3730399595718360571,521,False,7,0.42857142857142855,True,0.24489795918367344,1,False,False,False,False,True,False,,True,True
3730390828951707959,522,True,7,0.42857142857142855,True,0.24489795918367344,1,False,False,False,False,True,False,True,True,
3730252894156098050,523,False,8,0.5,True,0.25,1,True,False,False,True,False,False,True,True,True
3730311642564033547,524,False,8,0.5,True,0.25,1,True,False,False,True,False,False,True,True,True
3730370110566502504,525,False,8,0.5,True,0.25,1,True,False,True,False,False,False,True,True,True
3730457520541008140,526,False,8,0.5,True,0.25,1,True,False,False,True,False,False,True,True,True
3737386924357746693,527,False,8,0.5,True,0.25,1,True,False,False,False,True,True,True,False,True
$hash_K8KaFusGG1ePqMgIT5WJJg==,528,True,8,0.5,True,0.25,1,True,False,False,False,False,True,True,True,True
$hash_PR0eeamBvoIFqnzJQvFdjw==,529,True,8,0.5,True,0.25,1,True,False,False,False,False,True,True,True,True
$hash_csElJp2kenWDbg2h/7ZUrA==,530,True,8,0.5,True,0.25,1,True,False,False,False,False,True,True,True,True
3728253571218299386,531,True,8,0.5,True,0.25,1,True,False,False,False,False,True,True,True,True
3730137457405786475,532,True,8,0.5,True,0.25,1,True,False,False,False,True,False,True,True,True
3730291136133604879,533,True,8,0.5,True,0.25,1,True,False,False,False,False,True,True,True,True
3730313075221102380,534,True,8,0.5,True,0.25,1,True,False,True,False,False,True,False,True,True
3730340248212250623,535,True,8,0.5,True,0.25,1,True,False,False,True,False,True,False,True,True
3730371058587988658,536,True,8,0.5,True,0.25,1,True,True,False,False,False,False,True,True,True
3730385848307439818,537,True,8,0.5,True,0.25,1,True,False,False,False,True,False,True,True,True
3730513413458266360,538,True,8,0.5,True,0.25,1,True,False,True,False,False,False,True,True,True
3730552083129213133,539,True,8,0.5,True,0.25,1,True,False,False,False,False,True,True,True,True
3730841851277362730,540,True,8,0.5,True,0.25,1,True,False,False,False,True,True,False,True,True
3730908587628232141,541,True,8,0.5,True,0.25,1,True,False,False,False,False,True,True,True,True
3730911182140783542,542,True,8,0.5,True,0.25,1,True,False,False,False,False,True,True,True,True
3731009775723901251,543,True,8,0.5,True,0.25,1,True,False,True,False,False,False,True,True,True
3731249714877208087,544,True,8,0.5,True,0.25,1,True,True,False,False,True,False,True,False,True
3731716582586975695,545,True,8,0.5,True,0.25,1,True,False,False,False,False,True,True,True,True
3731783383346055935,546,True,8,0.5,True,0.25,1,True,False,False,False,False,True,True,True,True
3733188539660895674,547,True,8,0.5,True,0.25,1,True,False,False,False,False,True,True,True,True
3733736869293725742,548,True,8,0.5,True,0.25,1,True,False,False,False,False,True,True,True,True
3736200031930990744,549,True,8,0.5,True,0.25,1,True,False,False,False,False,True,True,True,True
3736866097589675510,550,True,8,0.5,True,0.25,1,True,False,False,False,True,False,True,True,True
3738014815860879597,551,True,8,0.5,True,0.25,1,True,False,False,True,False,True,False,True,True
7553328345186897174,552,True,8,0.5,True,0.25,1,True,False,False,False,False,True,True,True,True
7553609395913903382,553,True,8,0.5,True,0.25,1,True,False,False,True,False,False,True,True,True
7554091449978080534,554,True,8,0.5,True,0.25,1,True,False,False,False,True,False,True,True,True
7554127523467070742,555,True,8,0.5,True,0.25,1,True,False,False,False,False,True,True,True,True
7555213308127694102,556,True,8,0.5,True,0.25,1,True,False,False,False,False,True,True,True,True
7555560047867202838,557,True,8,0.5,True,0.25,1,True,False,False,True,False,False,True,True,True
7555892782481640726,558,True,8,0.5,True,0.25,1,True,False,False,False,False,True,True,True,True
7556658822736039190,559,True,8,0.5,True,0.25,1,True,False,False,False,True,False,True,True,True
3738388925992694850,560,True,7,0.5714285714285714,True,0.24489795918367346,1,False,False,False,,True,False,True,True,True
7556903278819298582,561,True,7,0.5714285714285714,True,0.24489795918367346,1,False,True,False,False,False,,True,True,True
3733944382786166273,562,False,8,0.625,True,0.234375,1,True,False,False,False,True,True,True,True,True
$hash_/rcFQocOCNKy26u9E13D3A==,563,True,8,0.625,True,0.234375,1,True,True,False,False,False,True,True,True,True
$hash_PSXieMO55/Vt4C2YJCpBLA==,564,True,8,0.625,True,0.234375,1,True,False,False,False,True,True,True,True,True
$hash_TqLXFyLgcFU5UAZReEc3ug==,565,True,8,0.625,True,0.234375,1,True,True,False,False,True,False,True,True,True
$hash_Ys1LM2EgKHx19nSh9erKrA==,566,True,8,0.625,True,0.234375,1,True,False,False,True,True,False,True,True,True
$hash_b6w9QZtnc/Sc/nVowy6pAg==,567,True,8,0.625,True,0.234375,1,True,False,False,False,True,True,True,True,True
$hash_nd3Nf/aub1qGssfN3sXkUw==,568,True,8,0.625,True,0.234375,1,True,False,False,False,True,True,True,True,True
3728895496753565630,569,True,8,0.625,True,0.234375,1,True,False,False,True,False,True,True,True,True
3730000371344231207,570,True,8,0.625,True,0.234375,1,True,False,False,False,True,True,True,True,True
3730133791390887265,571,True,8,0.625,True,0.234375,1,True,True,False,False,True,False,True,True,True
3730218443829177620,572,True,8,0.625,True,0.234375,1,True,False,True,False,True,False,True,True,True
3730226883683284397,573,True,8,0.625,True,0.234375,1,True,False,True,False,True,False,True,True,True
3730284623067666542,574,True,8,0.625,True,0.234375,1,True,False,True,True,True,False,True,False,True
3730289384525157652,575,True,8,0.625,True,0.234375,1,True,False,False,True,True,False,True,True,True
3730309263915492994,576,True,8,0.625,True,0.234375,1,True,False,False,True,True,False,True,True,True
3730333455830532609,577,True,8,0.625,True,0.234375,1,True,False,True,False,True,False,True,True,True
3730372003958886540,578,True,8,0.625,True,0.234375,1,True,False,True,False,True,False,True,True,True
3730420495247245598,579,True,8,0.625,True,0.234375,1,True,False,False,False,True,True,True,True,True
3730435722475056833,580,True,8,0.625,True,0.234375,1,True,False,False,True,True,False,True,True,True
3730528723640942058,581,True,8,0.625,True,0.234375,1,True,False,False,False,True,True,True,True,True
3730912575706635278,582,True,8,0.625,True,0.234375,1,True,False,False,False,True,True,True,True,True
3731147490746447703,583,True,8,0.625,True,0.234375,1,True,True,True,False,False,True,False,True,True
3731258977989200305,584,True,8,0.625,True,0.234375,1,True,True,True,True,False,False,True,False,True
3731268290182929834,585,True,8,0.625,True,0.234375,1,True,False,True,True,False,False,True,True,True
3731520428804963087,586,True,8,0.625,True,0.234375,1,True,False,True,False,True,False,True,True,True
3731880777467404743,587,True,8,0.625,True,0.234375,1,True,False,False,True,False,True,True,True,True
3732409567884266791,588,True,8,0.625,True,0.234375,1,True,True,False,False,False,True,True,True,True
3732518715066440869,589,True,8,0.625,True,0.234375,1,True,True,True,False,False,False,True,True,True
3733709474297821295,590,True,8,0.625,True,0.234375,1,True,False,False,False,True,True,True,True,True
3733931671998212277,591,True,8,0.625,True,0.234375,1,True,False,True,False,True,False,True,True,True
3733994644792161204,592,True,8,0.625,True,0.234375,1,True,False,False,False,True,True,True,True,True
3734446686098736506,593,True,8,0.625,True,0.234375,1,True,False,False,False,True,True,True,True,True
3734488638860873861,594,True,8,0.625,True,0.234375,1,True,False,False,False,True,True,True,True,True
3734536511791076216,595,True,8,0.625,True,0.234375,1,True,False,False,True,False,True,True,True,True
3734569702082010692,596,True,8,0.625,True,0.234375,1,True,False,True,True,False,False,True,True,True
3734629634433355505,597,True,8,0.625,True,0.234375,1,True,False,False,True,True,False,True,True,True
3735258012777602384,598,True,8,0.625,True,0.234375,1,True,False,True,False,False,True,True,True,True
3735339498784482524,599,True,8,0.625,True,0.234375,1,True,False,False,True,False,True,True,True,True
3735348832109112846,600,True,8,0.625,True,0.234375,1,True,False,False,True,False,True,True,True,True
3735380750712563001,601,True,8,0.625,True,0.234375,1,True,False,False,True,False,True,True,True,True
3736711558089304061,602,True,8,0.625,True,0.234375,1,True,False,True,False,False,True,True,True,True
3736777744643317914,603,True,8,0.625,True,0.234375,1,True,False,False,True,True,True,False,True,True
